id,serie_bac,note_maths,note_sciences,note_langues,note_eco,matieres_preferees,competences,interets,environnement,metiers_vises,filiere
syn-01824,D,3,4,3,2,Physique-Chimie|Sport|Mathematiques,Analyse de donnees / logique|Redaction / communication,Droit / justice|Sciences|Agriculture / environnement|BTP / construction,Atelier / usine,Commerce / relation client|Technique / ingenierie,ESIIA
syn-01825,C,4,4,3,3,Francais / Litterature|Histoire-Geographie|SVT,Electronique / bricolage technique|Programmation,Tourisme / hotellerie|Art / design / audiovisuel|Agriculture / environnement,Mixte,Gestion / management|Recherche / enseignement,ESIIA
syn-01826,S,5,5,5,4,Francais / Litterature|Mathematiques,Creativite / design|Analyse de donnees / logique|Programmation,Droit / justice|Art / design / audiovisuel|Sciences,Mixte,Creation / design,ISAIA
syn-01827,D,4,3,3,3,Physique-Chimie|Langues etrangeres,Organisation / gestion de projet|Analyse de donnees / logique,Sciences|Tourisme / hotellerie,Bureau,Recherche / enseignement|Technique / ingenierie,ISAIA
syn-01828,D,4,3,3,2,Informatique / Technologie|Francais / Litterature|Economie / Gestion,Programmation|Electronique / bricolage technique,Communication / medias|Technologie / informatique,Laboratoire,Entrepreneur / independant,ESIIA
syn-01829,D,2,4,4,2,Arts|Physique-Chimie,Electronique / bricolage technique|Organisation / gestion de projet|Analyse de donnees / logique|Creativite / design,Art / design / audiovisuel|BTP / construction,Terrain / exterieur,Commerce / relation client|Recherche / enseignement,EMII
syn-01830,A1,4,3,2,3,SVT|Informatique / Technologie|Arts,Redaction / communication|Creativite / design|Electronique / bricolage technique,Communication / medias|Sante / social|Droit / justice|Art / design / audiovisuel,Atelier / usine,Creation / design,CAA
syn-01831,C,4,3,1,2,Langues etrangeres|SVT,Programmation|Organisation / gestion de projet|Redaction / communication,Tourisme / hotellerie|Agriculture / environnement|Sciences|Technologie / informatique,Mixte,Creation / design|Technique / ingenierie,GCA
syn-01832,D,4,4,4,4,Sport|Histoire-Geographie,Electronique / bricolage technique|Travail en equipe|Programmation|Redaction / communication,Entrepreneuriat / business|Tourisme / hotellerie,Mixte,Recherche / enseignement|Commerce / relation client,TEH
syn-01833,C,4,4,3,3,Physique-Chimie|Informatique / Technologie,Electronique / bricolage technique|Programmation|Organisation / gestion de projet,BTP / construction|Technologie / informatique|Sciences,Bureau,Creation / design|Commerce / relation client,ESIIA
syn-01834,C,5,3,3,3,Mathematiques|Informatique / Technologie|Physique-Chimie,Programmation|Vente / negociation,Droit / justice|Sante / social|BTP / construction,Bureau,Gestion / management|Technique / ingenierie,IGGLIA
syn-01835,L,4,3,3,4,Informatique / Technologie|Physique-Chimie,Programmation|Redaction / communication,Technologie / informatique|Tourisme / hotellerie|Finance / comptabilite|Sciences,Laboratoire,Recherche / enseignement,FIC
syn-01836,Technique agricole,5,4,1,4,Mathematiques|Sport,Analyse de donnees / logique|Organisation / gestion de projet|Programmation,Tourisme / hotellerie|Sciences|BTP / construction|Communication / medias,Atelier / usine,Entrepreneur / independant|Commerce / relation client,PIP
syn-01837,S,3,3,4,3,Langues etrangeres|Economie / Gestion,Redaction / communication|Programmation|Organisation / gestion de projet|Electronique / bricolage technique,Sante / social|Entrepreneuriat / business,Terrain / exterieur,Recherche / enseignement|Creation / design,CAA
syn-01838,D,2,5,4,2,Physique-Chimie|Langues etrangeres|Informatique / Technologie,Programmation|Electronique / bricolage technique|Analyse de donnees / logique,Sciences|Art / design / audiovisuel,Atelier / usine,Gestion / management|Technique / ingenierie,ESIIA
syn-01839,D,3,4,4,3,Economie / Gestion|SVT|Informatique / Technologie,Organisation / gestion de projet|Electronique / bricolage technique|Vente / negociation,Finance / comptabilite|Art / design / audiovisuel|BTP / construction,Terrain / exterieur,Entrepreneur / independant,FIC
syn-01840,D,3,3,4,2,Francais / Litterature|Langues etrangeres|Arts,Travail en equipe|Organisation / gestion de projet|Programmation|Redaction / communication,Communication / medias|Tourisme / hotellerie,Bureau,Creation / design|Entrepreneur / independant,TEH
syn-01841,C,5,4,3,2,Sport|Francais / Litterature|Langues etrangeres,Travail en equipe|Redaction / communication|Creativite / design|Analyse de donnees / logique,Technologie / informatique|Communication / medias,Terrain / exterieur,Commerce / relation client,CAA
syn-01842,D,4,3,3,3,Economie / Gestion|Langues etrangeres|Mathematiques,Organisation / gestion de projet|Redaction / communication|Analyse de donnees / logique,Sante / social|Finance / comptabilite,Mixte,Commerce / relation client|Technique / ingenierie,CAA
syn-01843,A1,1,4,4,3,Economie / Gestion|Langues etrangeres,Programmation|Organisation / gestion de projet|Analyse de donnees / logique,Communication / medias|Tourisme / hotellerie|Entrepreneuriat / business,Atelier / usine,Creation / design,TEE
syn-01844,D,4,5,3,3,SVT|Langues etrangeres,Travail en equipe|Vente / negociation|Organisation / gestion de projet,Agriculture / environnement|Sciences|BTP / construction|Tourisme / hotellerie,Mixte,Entrepreneur / independant|Commerce / relation client,AEE
syn-01845,A2,2,3,4,3,Informatique / Technologie|Physique-Chimie,Organisation / gestion de projet|Electronique / bricolage technique|Creativite / design,Finance / comptabilite|Droit / justice|Technologie / informatique,Mixte,Creation / design|Recherche / enseignement,TEH
syn-01846,Technique industrielle,2,3,3,2,Arts|SVT,Creativite / design|Programmation|Redaction / communication|Vente / negociation,Sciences|Agriculture / environnement,Atelier / usine,Entrepreneur / independant,ICMP
syn-01847,C,5,4,2,2,Physique-Chimie|Francais / Litterature|Langues etrangeres,Electronique / bricolage technique|Redaction / communication|Programmation,Droit / justice|Finance / comptabilite|BTP / construction,Terrain / exterieur,Entrepreneur / independant|Recherche / enseignement,GCA
syn-01848,S,4,3,4,2,Arts|Histoire-Geographie,Redaction / communication|Travail en equipe|Creativite / design,BTP / construction|Art / design / audiovisuel|Tourisme / hotellerie|Entrepreneuriat / business,Mixte,Creation / design|Commerce / relation client,TEH
syn-01849,D,4,3,3,3,Economie / Gestion|Arts|Mathematiques,Creativite / design|Travail en equipe|Vente / negociation,Tourisme / hotellerie|Sciences|Entrepreneuriat / business,Bureau,Entrepreneur / independant,CAA
syn-01850,L,2,3,5,3,SVT|Langues etrangeres|Arts,Redaction / communication|Creativite / design,Sante / social|Tourisme / hotellerie|Agriculture / environnement|Technologie / informatique,Terrain / exterieur,Technique / ingenierie|Commerce / relation client,TEH
syn-01851,Technique genie civil,2,3,3,2,SVT|Mathematiques|Economie / Gestion,Programmation|Organisation / gestion de projet|Vente / negociation,Entrepreneuriat / business|Sciences|Finance / comptabilite,Bureau,Gestion / management,FIC
syn-01852,S,3,3,4,2,Informatique / Technologie|Physique-Chimie|Francais / Litterature,Programmation|Organisation / gestion de projet|Travail en equipe|Analyse de donnees / logique,Droit / justice|Technologie / informatique|Art / design / audiovisuel,Atelier / usine,Entrepreneur / independant|Technique / ingenierie,IMTICIA
syn-01853,A1,3,2,2,3,Physique-Chimie|Mathematiques,Vente / negociation|Redaction / communication|Travail en equipe,BTP / construction|Finance / comptabilite|Entrepreneuriat / business,Mixte,Creation / design,CAA
syn-01854,D,2,2,2,3,Economie / Gestion|Informatique / Technologie,Electronique / bricolage technique|Vente / negociation|Organisation / gestion de projet|Programmation,Sciences|Entrepreneuriat / business|Art / design / audiovisuel|Agriculture / environnement,Terrain / exterieur,Gestion / management,EMP
syn-01855,A1,2,1,5,2,Informatique / Technologie|Sport,Electronique / bricolage technique|Programmation,Technologie / informatique|Droit / justice|Sante / social,Laboratoire,Technique / ingenierie|Recherche / enseignement,DTJA
syn-01856,A2,2,4,3,1,Langues etrangeres|SVT,Redaction / communication|Creativite / design|Travail en equipe|Electronique / bricolage technique,Sante / social|Tourisme / hotellerie|Sciences|Art / design / audiovisuel,Mixte,Technique / ingenierie,TEH
syn-01857,D,3,3,3,3,Sport|Francais / Litterature,Programmation|Travail en equipe,Communication / medias|Droit / justice|Sante / social|Tourisme / hotellerie,Bureau,Gestion / management,DTJA
syn-01858,L,2,4,5,4,Economie / Gestion|Informatique / Technologie|Langues etrangeres,Electronique / bricolage technique|Programmation|Vente / negociation|Redaction / communication,Technologie / informatique|Entrepreneuriat / business|Agriculture / environnement|Tourisme / hotellerie,Atelier / usine,Gestion / management,CAA
syn-01859,A1,2,3,5,4,Arts|Physique-Chimie|Informatique / Technologie,Electronique / bricolage technique|Creativite / design,Art / design / audiovisuel|BTP / construction|Entrepreneuriat / business,Laboratoire,Commerce / relation client|Gestion / management,CAA
syn-01860,S,4,3,2,2,Economie / Gestion|Physique-Chimie,Vente / negociation|Analyse de donnees / logique,Sciences|Finance / comptabilite,Bureau,Technique / ingenierie|Entrepreneur / independant,ISAIA
syn-01861,L,3,3,3,4,Histoire-Geographie|Arts,Creativite / design|Electronique / bricolage technique,Droit / justice|Tourisme / hotellerie|Agriculture / environnement,Bureau,Recherche / enseignement,TEE
syn-01862,D,3,4,3,3,Physique-Chimie|SVT|Langues etrangeres,Redaction / communication|Programmation|Vente / negociation,BTP / construction|Communication / medias,Atelier / usine,Commerce / relation client|Gestion / management,PIP
syn-01863,L,2,1,2,4,Economie / Gestion|Informatique / Technologie|Histoire-Geographie,Creativite / design|Vente / negociation|Electronique / bricolage technique|Analyse de donnees / logique,Droit / justice|Communication / medias|Sciences,Bureau,Creation / design,FIC
syn-01864,D,3,4,4,3,SVT|Arts|Histoire-Geographie,Vente / negociation|Creativite / design|Electronique / bricolage technique|Analyse de donnees / logique,Sante / social|Droit / justice|Art / design / audiovisuel,Mixte,Recherche / enseignement,PIP
syn-01865,D,3,4,3,3,Economie / Gestion|SVT|Langues etrangeres,Analyse de donnees / logique|Organisation / gestion de projet,Agriculture / environnement|Sante / social,Mixte,Recherche / enseignement|Technique / ingenierie,PIP
syn-01866,A2,2,2,2,2,Physique-Chimie|Economie / Gestion,Travail en equipe|Electronique / bricolage technique|Analyse de donnees / logique|Vente / negociation,Entrepreneuriat / business|Finance / comptabilite,Mixte,Technique / ingenierie|Creation / design,CAA
syn-01867,Technique industrielle,3,3,5,3,Arts|Sport|Mathematiques,Analyse de donnees / logique|Travail en equipe,Communication / medias|Finance / comptabilite|Sciences,Bureau,Gestion / management,ISAIA
syn-01868,D,4,4,1,2,Mathematiques|Arts|Histoire-Geographie,Creativite / design|Analyse de donnees / logique|Redaction / communication|Organisation / gestion de projet,Finance / comptabilite|Tourisme / hotellerie|Droit / justice|Art / design / audiovisuel,Bureau,Entrepreneur / independant,ISAIA
syn-01869,Technique industrielle,2,4,2,1,Mathematiques|Langues etrangeres,Redaction / communication|Analyse de donnees / logique|Creativite / design|Vente / negociation,Tourisme / hotellerie|Sante / social,Bureau,Recherche / enseignement,TEH
syn-01870,S,3,5,3,3,Histoire-Geographie|Sport|Langues etrangeres,Redaction / communication|Electronique / bricolage technique|Travail en equipe|Analyse de donnees / logique,Tourisme / hotellerie|Art / design / audiovisuel,Bureau,Entrepreneur / independant|Gestion / management,CAA
syn-01871,L,1,3,2,2,Sport|Economie / Gestion,Organisation / gestion de projet|Travail en equipe,Agriculture / environnement|Finance / comptabilite|Communication / medias|Sciences,Mixte,Entrepreneur / independant,CAA
syn-01872,D,3,4,3,3,Informatique / Technologie|SVT|Sport,Electronique / bricolage technique|Creativite / design,Sante / social|Droit / justice|Sciences|Communication / medias,Terrain / exterieur,Gestion / management|Recherche / enseignement,PIP
syn-01873,L,2,4,3,3,Arts|Physique-Chimie|SVT,Analyse de donnees / logique|Creativite / design|Electronique / bricolage technique|Programmation,Sante / social|Communication / medias,Mixte,Commerce / relation client,CAA
syn-01874,A1,4,3,4,4,Histoire-Geographie|Economie / Gestion,Vente / negociation|Organisation / gestion de projet,Agriculture / environnement|Sciences|Entrepreneuriat / business,Mixte,Creation / design|Gestion / management,EMP
syn-01875,A2,2,1,3,5,SVT|Francais / Litterature|Economie / Gestion,Analyse de donnees / logique|Redaction / communication|Vente / negociation,Agriculture / environnement|Droit / justice|Sciences,Terrain / exterieur,Creation / design|Technique / ingenierie,CAA
syn-01876,D,3,4,4,1,Histoire-Geographie|SVT,Organisation / gestion de projet|Travail en equipe,Agriculture / environnement|Art / design / audiovisuel,Terrain / exterieur,Commerce / relation client,TEE
syn-01877,A2,4,3,2,4,Langues etrangeres|Economie / Gestion|Francais / Litterature,Analyse de donnees / logique|Vente / negociation|Travail en equipe,Entrepreneuriat / business|Agriculture / environnement,Terrain / exterieur,Creation / design|Recherche / enseignement,CAA
syn-01878,A1,2,3,1,3,Physique-Chimie|Informatique / Technologie|Sport,Creativite / design|Programmation,Communication / medias|Technologie / informatique,Bureau,Entrepreneur / independant,CAA
syn-01879,D,3,4,4,2,SVT|Francais / Litterature|Economie / Gestion,Redaction / communication|Organisation / gestion de projet,Communication / medias|Technologie / informatique,Terrain / exterieur,Commerce / relation client|Gestion / management,DTJA
syn-01880,S,5,3,4,5,Langues etrangeres|Sport|Mathematiques,Travail en equipe|Analyse de donnees / logique,Droit / justice|Sciences|Art / design / audiovisuel,Bureau,Recherche / enseignement|Technique / ingenierie,ISAIA
syn-01881,Technique industrielle,3,3,2,2,Informatique / Technologie|Francais / Litterature|Physique-Chimie,Vente / negociation|Analyse de donnees / logique|Electronique / bricolage technique,Droit / justice|BTP / construction|Technologie / informatique,Laboratoire,Creation / design|Technique / ingenierie,EMII
syn-01882,D,5,3,2,3,Economie / Gestion|Francais / Litterature,Vente / negociation|Travail en equipe,Communication / medias|Finance / comptabilite,Mixte,Entrepreneur / independant,FIC
